REGION,GENE
YJL138C,TIF2
YJL143W,TIM17
YJL054W,TIM54
YJR135W-A,TIM8
YJR014W,TMA22
YJR085C,TMH11
YJL171C,TOH1
YJL093C,TOK1
YJR066W,TOR1
YJL016W,TPH3
YJL164C,TPK1
YJL129C,TRK1
YJL087C,TRL1
YJR136C,TTI2
YJL197W,UBP12
YJL048C,UBX6
YJL130C,URA2
YJR103W,URA8
YJR041C,URB2
YJL109C,UTP10
YJL069C,UTP18
YJR049C,UTR1
YJR102C,VPS25
YJL154C,VPS35
YJL029C,VPS53
YJR044C,VPS55
YJR126C,VPS70
YJL012C,VTC4
YJL222W,VTH2
YJR133W,XPT1
YJR067C,YAE1
YJL141C,YAK1
YJL059W,YHC3
YJR110W,YMR1
YJR099W,YUH1
YJL139C,YUR1
YJL056C,ZAP1
YJL007C,YJL007C
YJL009W,YJL009W
YJL012C-A,YJL012C-A
YJL015C,YJL015C
YJL017W,YJL017W
YJL018W,YJL018W
YJL020W-A,YJL020W-A
YJL021C,YJL021C
YJL022W,YJL022W
YJL026C-A,YJL026C-A
YJL027C,YJL027C
YJL028W,YJL028W
YJL032W,YJL032W
YJL043W,YJL043W
YJL047C-A,YJL047C-A
YJL052C-A,YJL052C-A
YJL064W,YJL064W
YJL067W,YJL067W
YJL068C,YJL068C
YJL070C,YJL070C
YJL077W-A,YJL077W-A
YJL077W-B,YJL077W-B
YJL086C,YJL086C
YJL107C,YJL107C
YJL113W,YJL113W
YJL114W,YJL114W
YJL118W,YJL118W
YJL119C,YJL119C
YJL120W,YJL120W
YJL127W-A,YJL127W-A
YJL132W,YJL132W
YJL135W,YJL135W
YJL136W-A,YJL136W-A
YJL150W,YJL150W
YJL152W,YJL152W
YJL156W-A,YJL156W-A
YJL163C,YJL163C
YJL169W,YJL169W
YJL175W,YJL175W
YJL182C,YJL182C
YJL193W,YJL193W
YJL195C,YJL195C
YJL197C-A,YJL197C-A
YJL202C,YJL202C
YJL206C,YJL206C
YJL211C,YJL211C
YJL213W,YJL213W
YJL215C,YJL215C
YJL218W,YJL218W
YJL220W,YJL220W
YJL222W-A,YJL222W-A
YJL222W-B,YJL222W-B
YJL225C,YJL225C
YJL225W-A,YJL225W-A
YJR012C,YJR012C
YJR015W,YJR015W
YJR018W,YJR018W
YJR020W,YJR020W
YJR023C,YJR023C
YJR026W,YJR026W
YJR027W,YJR027W
YJR028W,YJR028W
YJR029W,YJR029W
YJR037W,YJR037W
YJR038C,YJR038C
YJR056C,YJR056C
YJR071W,YJR071W
YJR079W,YJR079W
YJR084W,YJR084W
YJR087W,YJR087W
YJR096W,YJR096W
YJR098C,YJR098C
YJR107C-A,YJR107C-A
YJR112W-A,YJR112W-A
YJR114W,YJR114W
YJR115W,YJR115W
YJR124C,YJR124C
YJR128W,YJR128W
YJR140W-A,YJR140W-A
YJR142W,YJR142W
YJR146W,YJR146W
YJR149W,YJR149W
YJR151W-A,YJR151W-A
YJR154W,YJR154W
YJR157W,YJR157W
YJR162C,YJR162C
YKL075C,AAN1
YKL106W,AAT1
YKL112W,ABF1
YKL192C,ACP1
YKL206C,ADD66
YKL037W,AIM26
YKR074W,AIM29
YKR021W,ALY1
YKL047W,ANR2
YKL103C,APE1
YKL157W,APE2
YKL135C,APL2
YKL114C,APN1
YKL013C,ARC19
YKL185W,ASH1
YKL052C,ASK1
YKL016C,ATP7
YKL004W,AUR1
YKL146W,AVT3
YKR099W,BAS1
YKR027W,BCH2
YKR068C,BET3
YKL061W,BLI1
YKL092C,BUD2
YKL005C,BYE1
YKL088W,CAB3
YKR036C,CAF4
YKL007W,CAP1
YKL208W,CBT1
YKL011C,CCE1
YKR066C,CCP1
YKL022C,CDC16
YKL137W,CMC1
YKL190W,CNB1
YKL219W,COS9
YKL179C,COY1
YKL049C,CSE4
YKL139W,CTK1
YKL090W,CUE2
YKL096W,CWP1
YKL096W-A,CWP2
YKL087C,CYT2
YKR083C,DAD2
YKR034W,DAL80
YKR024C,DBP7
YKL149C,DBR1
YKL046C,DCW1
YKL054C,DEF1
YKL121W,DGR2
YKL078W,DHR2
YKR035W-A,DID2
YKL002W,DID4
YKL213C,DOA1
YKL065W-A,DPC7
YKL191W,DPH2
YKR071C,DRE2
YKR054C,DYN1
YKL204W,EAP1
YKL172W,EBP2
YKR076W,ECM4
YKR004C,ECM9
YKL160W,ELF1
YKL048C,ELM1
YKL207W,EMC3
YKR096W,ESL2
YKL182W,FAS1
YKL187C,FAT3
YKL060C,FBA1
YKR102W,FLO10
YKR049C,FMP46
YKR009C,FOX2
YKR011C,FPT1
YKL220C,FRE2
YKR039W,GAP1
YKR026C,GCN3
YKR106W,GEX2
YKL104C,GFA1
YKR058W,GLG1
YKR030W,GMH1
YKL152C,GPM1
YKR067W,GPT2
YKL026C,GPX1
YKL109W,HAP4
YKR084C,HBS1
YKL017C,HCS1
YKR017C,HEL1
YKR051W,HFL1
YKL084W,HOT13
YKL138C-A,HSK3
YKL101W,HSL1
YKL189W,HYM1
YKR019C,IRS4
YKL032C,IXR1
YKL217W,JEN1
YKR038C,KAE1
YKL161C,KDX1
YKL168C,KKQ8
YKL110C,KTI12
YKR061W,KTR2
YKL008C,LAC1
YKR063C,LAS1
YKL073W,LHS1
YKL205W,LOS1
YKL183W,LOT5
YKL050C,LPX2
YKL176C,LST4
YKL143W,LTV1
YKL029C,MAE1
YKL021C,MAK11
YKL093W,MBR1
YKL165C,MCD4
YKL221W,MCH2
YKL018C-A,MCO12
YKL150W,MCR1
YKL085W,MDH1
YKL053C-A,MDM35
YKR007W,MEH1
YKR069W,MET1
YKL001C,MET14
YKL195W,MIA40
YKR016W,MIC60
YKL089W,MIF2
YKL023C-A,MIN9
YKR095W,MLP1
YKL044W,MMO1
YKL201C,MNN4
YKL064W,MNR2
YKL059C,MPE1
YKL003C,MRP17
YKL167C,MRP49
YKL142W,MRP8
YKR006C,MRPL13
YKR085C,MRPL20
YKL138C,MRPL31
YKL170W,MRPL38
YKR052C,MRS4
YKL009W,MRT4
YKR077W,MSA2
YKL062W,MSN4
YKL194C,MST1
YKL098W,MTC2
YKR080W,MTD1
YKL186C,MTR2
YKL074C,MUD2
YKL129C,MYO3
YKR048C,NAP1
YKR103W,NFT1
YKL040C,NFU1
YKL171W,NNK1
YKL151C,NNR2
YKR022C,NTR2
YKL068W,NUP100
YKL057C,NUP120
YKR082W,NUP133
YKL120W,OAC1
YKR064W,OAF3
YKL055C,OAR1
YKL134C,OCT1
YKR087C,OMA1
YKR035C,OPI8
YKR003W,OSH6
YKL071W,OSI1
YKL215C,OXP1
YKR065C,PAM17
YKL025C,PAN3
YKR002W,PAP1
YKL224C,PAU16
YKR095W-A,PCC1
YKR097W,PCK1
YKL197C,PEX1
YKL127W,PGM1
YKL043W,PHD1
YKL164C,PIR1
YKL163W,PIR3
YKR046C,PLN1
YKL128C,PMU1
YKL045W,PRI2
YKR086W,PRP16
YKL012W,PRP40
YKL116C,PRR1
YKL181W,PRS1
YKR013W,PRY2
YKL077W,PSG1
YKL076C,PSY1
YKL198C,PTK1
YKL039W,PTM1
YKR093W,PTR2
YKL015W,PUT3
YKL188C,PXA2
YKR090W,PXL1
YKL113C,RAD27
YKL019W,RAM2
YKL133C,RCI50
YKL159C,RCN1
YKL038W,RGT1
YKR055W,RHO4
YKL132C,RMA1
YKL144C,RPC25
YKR025W,RPC37
YKR081C,RPF2
YKL006W,RPL14A
YKL180W,RPL17A
YKR094C,RPL40B
YKR057W,RPS21A
YKL156W,RPS27A
YKL145W,RPT1
YKR023W,RQT4
YKL125W,RRN3
YKL082C,RRP14
YKR008W,RSC4
YKL155C,RSM22
YKL212W,SAC1
YKR028W,SAP190
YKL117W,SBA1
YKL148C,SDH1
YKL141W,SDH3
YKL193C,SDS22
YKL105C,SEG2
YKR029C,SET3
YKL051W,SFK1
YKL006C-A,SFT1
YKR043C,SHB17
YKL130C,SHE2
YKR101W,SIR1
YKR072C,SIS2
YKL023W,SKA1
YKR100C,SKG1
YKL108W,SLD2
YKL079W,SMY1
YKL173W,SNU114
YKR037C,SPC34
YKL042W,SPC42
YKL184W,SPE1
YKR031C,SPO14
YKL020C,SPT23
YKR091W,SRL3
YKL154W,SRP102
YKL122C,SRP21
YKR092C,SRP40
YKL086W,SRX1
YKL218C,SRY1
YKL124W,SSH4
YKL072W,STB6
YKL178C,STE3
YKL209C,STE6
YKL018W,SWD2
YKL027W,TCD2
YKL081W,TEF4
YKL028W,TFA1
YKR062W,TFA2
YKL140W,TGL1
YKR089C,TGL4
YKR059W,TIF1
YKL056C,TMA19
YKL058W,TOA2
YKR010C,TOF2
YKL203C,TOR2
YKL166C,TPK3
YKL174C,TPO5
YKR050W,TRK2
YKR056W,TRM2
YKL211C,TRP3
YKR079C,TRZ1
YKL033W,TTI1
YKL034W,TUL1
YKR088C,TVP38
YKL210W,UBA1
YKR098C,UBP11
YKL010C,UFD4
YKL035W,UGP1
YKR044W,UIP5
YKL216W,URA1
YKL024C,URA6
YKL014C,URB1
YKR042W,UTH1
YKL099C,UTP11
YKR060W,UTP30
YKR105C,VBA5
YKL080W,VMA5
YKL119C,VPH2
YKR001C,VPS1
YKL041W,VPS24
YKR078W,VPS501
YKR020W,VPS51
YKL065C,YET1
YKL095W,YJU2
YKL094W,YJU3
YKL196C,YKT6
YKL067W,YNK1
YKL100C,YPF1
YKL126W,YPK1
YKR014C,YPT52
YKL214C,YRA2
YKR053C,YSR3
YKL175W,ZRT3
YKL003W-A,YKL003W-A
YKL030W,YKL030W
YKL031W,YKL031W
YKL033W-A,YKL033W-A
YKL036C,YKL036C
YKL053W,YKL053W
YKL063C,YKL063C
YKL066W,YKL066W
YKL068W-A,YKL068W-A
YKL069W,YKL069W
YKL070W,YKL070W
YKL083W,YKL083W
YKL091C,YKL091C
YKL096C-B,YKL096C-B
YKL097C,YKL097C
YKL100W-A,YKL100W-A
YKL102C,YKL102C
YKL104W-A,YKL104W-A
YKL106C-A,YKL106C-A
YKL107W,YKL107W
YKL111C,YKL111C
YKL115C,YKL115C
YKL118W,YKL118W
YKL123W,YKL123W
YKL131W,YKL131W
YKL136W,YKL136W
YKL145W-A,YKL145W-A
YKL147C,YKL147C
YKL153W,YKL153W
YKL156C-A,YKL156C-A
YKL158W,YKL158W
YKL162C,YKL162C
YKL162C-A,YKL162C-A
YKL165C-A,YKL165C-A
YKL169C,YKL169C
YKL177W,YKL177W
YKL183C-A,YKL183C-A
YKL199C,YKL199C
YKL200C,YKL200C
YKL202W,YKL202W
YKL222C,YKL222C
YKL223W,YKL223W
YKL225W,YKL225W
YKR004C-A,YKR004C-A
YKR005C,YKR005C
YKR012C,YKR012C
YKR015C,YKR015C
YKR018C,YKR018C
YKR032W,YKR032W
YKR033C,YKR033C
YKR040C,YKR040C
YKR041W,YKR041W
YKR045C,YKR045C
YKR047W,YKR047W
YKR070W,YKR070W
YKR073C,YKR073C
YKR075C,YKR075C
YKR075W-A,YKR075W-A
YKR099C-A,YKR099C-A
YKR104W,YKR104W
YLR027C,AAT2
YLR131C,ACE2
YLR144C,ACF2
YLR304C,ACO1
YLR153C,ACS2
YLR359W,ADE13
YLR028C,ADE16
YLR227C,ADY4
YLR040C,AFB1
YLR397C,AFG2
YLR109W,AHP1
YLR089C,ALT1
YLR127C,APC2
YLR102C,APC9
YLR170C,APS1
YLL052C,AQY2
YLR370C,ARC18
YLR085C,ARP6
YLR392C,ART10
YLR242C,ARV1
YLR155C,ASP3-1
YLR157C,ASP3-2
YLR158C,ASP3-3
YLR160C,ASP3-4
YLL042C,ATG10
YLR423C,ATG17
YLR431C,ATG23
YLR189C,ATG26
YLR356W,ATG33
YLR211C,ATG38
YLR312C,ATG39
YLR393W,ATP10
YLR295C,ATP14
YLR114C,AVL9
YLL063C,AYT1
YLR399C,BDF1
YLR412W,BER1
YLR408C,BLS1
YLR063W,BMT6
YLR231C,BNA5
YLR267W,BOP2
YLR078C,BOS1
YLL015W,BPT1
YLR015W,BRE2
YLR465C,BSC3
YLR074C,BUD20
YLR062C,BUD28
YLR319C,BUD6
YLR353W,BUD8
YLR226W,BUR2
YLR438W,CAR2
YLR175W,CBF5
YLR220W,CCC1
YLR110C,CCW12
YLR390W-A,CCW14
YLR307W,CDA1
YLR308W,CDA2
YLR215C,CDC123
YLR310C,CDC25
YLR314C,CDC3
YLR229C,CDC42
YLR103C,CDC45
YLR418C,CDC73
YLR245C,CDD1
YLR115W,CFT2
YLR098C,CHA4
YLR330W,CHS5
YLR346C,CIS1
YLR133W,CKI1
YLR210W,CLB4
YLR117C,CLF1
YLR271W,CMG1
YLR003C,CMS1
YLR433C,CNA1
YLR218C,COA4
YLL050C,COF1
YLR290C,COQ11
YLR201C,COQ9
YLR038C,COX12
YLL009C,COX17
YLL018C-A,COX19
YLR395C,COX8
YLR216C,CPR6
YLR253W,CQD2
YLR429W,CRN1
YLR213C,CRR1
YLR241W,CSC1
YLR087C,CSF1
YLR380W,CSR1
YLR394W,CST9
YLR381W,CTF3
YLR411W,CTR3
YLR286C,CTS1
YLR323C,CWC24
YLR276C,DBP9
YLR422W,DCK1
YLR128W,DCN1
YLR361C,DCR2
YLR270W,DCS1
YLR348C,DIC1
YLR437C,DIF1
YLR129W,DIP2
YLL001W,DNM1
YLR307C-A,DPA10
YLR172C,DPH5
YLR143W,DPH6
YLL018C,DPS1
YLL008W,DRS1
YLR401C,DUS3
YLR405W,DUS4
YLR284C,ECI1
YLR390W,ECM19
YLR228C,ECM22
YLR436C,ECM30
YLR299W,ECM38
YLR443W,ECM7
YLR372W,ELO3
YLR050C,EMA19
YLL014W,EMC6
YLR186W,EMG1
YLR080W,EMP46
YLR083C,EMP70
YLR206W,ENT2
YLL038C,ENT4
YLR246W,ERF2
YLR100W,ERG27
YLR056W,ERG3
YLR233C,EST1
YLR318W,EST2
YLR300W,EXG1
YLR238W,FAR10
YLR377C,FBP1
YLR051C,FCF2
YLR342W,FKS1
YLR077W,FMP25
YLR454W,FMP27
YLR449W,FPR4
YLL043W,FPS1
YLL029W,FRA1
YLR214W,FRE1
YLL051C,FRE6
YLR047C,FRE8
YLR060W,FRS1
YLR068W,FYV7
YLR088W,GAA1
YLR459W,GAB1
YLR407W,GAG1
YLR081W,GAL2
YLR343W,GAS2
YLR013W,GAT3
YLR291C,GCD7
YLR091W,GEP5
YLR149C,GID11
YLR094C,GIS3
YLR445W,GMC2
YLL031C,GPI13
YLR243W,GPN3
YLL035W,GRC3
YLR364W,GRX8
YLR293C,GSP1
YLR258W,GSY2
YLL060C,GTT2
YLR289W,GUF1
YLR256W,HAP1
YLR192C,HCR1
YLL022C,HIF1
YLR450W,HMG2
YLR205C,HMX1
YLR113W,HOG1
YLR207W,HRD3
YLR301W,HRI1
YLR097C,HRT3
YLL026W,HSP104
YLR259C,HSP60
YLL058W,HSU1
YLR099C,ICT1
YLR174W,IDP2
YLR052W,IES3
YLR223C,IFH1
YLR384C,IKI3
YLR355C,ILV5
YLR432W,IMD3
YLR309C,IMH1
YLR413W,INA1
YLR095C,IOC2
YLL033W,IRC19
YLR247C,IRC20
YLR021W,IRC25
YLL027W,ISA1
YLR023C,IZH3
YLR331C,JIP3
YLL057C,JLP1
YLR347C,KAP95
YLR096W,KIN2
YLL019C,KNS1
YLR072W,LAM6
YLR260W,LCB5
YLR104W,LCL2
YLL049W,LDB18
YLR451W,LEU3
YLR239C,LIP2
YLL007C,LMO1
YLR011W,LOT6
YLR438C-A,LSM3
YLR352W,LUG1
YLR427W,MAG2
YLR244C,MAP1
YLR163C,MAS1
YLR274W,MCM5
YLR188W,MDL1
YLR368W,MDM30
YLR288C,MEC3
YLR069C,MEF1
YLR303W,MET17
YLR017W,MEU1
YLL062C,MHT1
YLR332W,MID2
YLR099W-A,MIM2
YLR035C,MLH2
YLR049C,MLO50
YLL006W,MMM1
YLL061W,MMP1
YLR190W,MMR1
YLR320W,MMS22
YLR057W,MNL2
YLR312W-A,MRPL15
YLR439W,MRPL4
YLR219W,MSC3
YLR116W,MSL5
YLR203C,MSS51
YLR382C,NAM2
YLR457C,NBP1
YLR194C,NCW2
YLR254C,NDL1
YLR265C,NEJ1
YLR042C,NFG1
YLR446W,NGK1
YLR138W,NHA1
YLR351C,NIT3
YLR315W,NKP2
YLR328W,NMA1
YLR363C,NMD4
YLR195C,NMT1
YLR285W,NNT1
YLR002C,NOC3
YLR197W,NOP56
YLR053C,NRS1
YLR007W,NSE1
YLR335W,NUP2
YLR093C,NYV1
YLR338W,OPI9
YLL004W,ORC3
YLR350W,ORM2
YLR054C,OSW2
YLR008C,PAM18
YLL025W,PAU17
YLL064C,PAU18
YLR037C,PAU23
YLR461W,PAU4
YLR199C,PBA1
YLR151C,PCD1
YLR044C,PDC1
YLR134W,PDC5
YLR455W,PDP3
YLR266C,PDR8
YLR148W,PEP3
YLR064W,PER33
YLR067C,PET309
YLR191W,PEX13
YLR324W,PEX30
YLR273C,PIG1
YLR016C,PML1
YLR209C,PNP1
YLL023C,POM33
YLR018C,POM34
YLR014C,PPR1
YLL036C,PRP19
YLL010C,PSR1
YLR019W,PSR2
YLR376C,PSY3
YLL013C,PUF3
YLR414C,PUN1
YLR165C,PUS5
YLR142W,PUT1
YLR283W,PUT7
YLR196W,PWP1
YLR204W,QRI5
YLR032W,RAD5
YLR084C,RAX2
YLR248W,RCK2
YLR106C,REA1
YLR329W,REC102
YLR263W,RED1
YLR387C,REH1
YLR059C,REX2
YLR107W,REX3
YLR073C,RFU1
YLR176C,RFX1
YLR071C,RGR1
YLR039C,RIC1
YLR453C,RIF2
YLL034C,RIX7
YLR137W,RKM5
YLR009W,RLP24
YLR145W,RMP1
YLR154C,RNH203
YLL046C,RNP1
YLR371W,ROM2
YLR075W,RPL10
YLR029C,RPL15A
YLR061W,RPL22A
YLR344W,RPL26A
YLR406C,RPL31B
YLR185W,RPL37A
YLR325C,RPL38
YLR448W,RPL6B
YLL045C,RPL8B
YLR421C,RPN13
YLR340W,RPP0
YLR048W,RPS0B
YLR441C,RPS1A
YLR367W,RPS22B
YLR333C,RPS25B
YLR264W,RPS28B
YLR388W,RPS29A
YLR287C-A,RPS30A
YLR167W,RPS31
YLR141W,RRN5
YLR162W-A,RRT15
YLL030C,RRT7
YLR221C,RSA3
YLR357W,RSC2
YLR033W,RSC58
YLR281C,RSO55
YLL002W,RTT109
YLR180W,SAM1
YLL016W,SDC25
YLL041C,SDH2
YLR022C,SDO1
YLR166C,SEC10
YLR208W,SEC13
YLR268W,SEC22
YLR440C,SEC39
YLR378C,SEC61
YLR292C,SEC72
YLR026C,SED5
YLR404W,SEI1
YLR430W,SEN1
YLR105C,SEN2
YLR321C,SFH1
YLL003W,SFI1
YLR403W,SFP1
YLR336C,SGD1
YLR164W,SHH4
YLR058C,SHM2
YLR079W,SIC1
YLR442C,SIR3
YLR187W,SKG3
YLR398C,SKI2
YLR139C,SLS1
YLR135W,SLX4
YLR086W,SMC4
YLR383W,SMC6
YLR275W,SMD2
YLR147C,SMD3
YLR034C,SMF3
YLR065C,SND2
YLR025W,SNF7
YLL011W,SOF1
YLL021W,SPA2
YLR066W,SPC3
YLR146C,SPE4
YLR313C,SPH1
YLL005C,SPO75
YLR341W,SPO77
YLR424W,SPP382
YLR055C,SPT8
YLR082C,SRL2
YLR119W,SRN2
YLL024C,SSA2
YLR006C,SSK1
YLR005W,SSL1
YLR250W,SSP120
YLR369W,SSQ1
YLR452C,SST2
YLR362W,STE11
YLR389C,STE23
YLR150W,STM1
YLR375W,STP3
YLR305C,STT4
YLR045C,STU2
YLR092W,SUL2
YLR385C,SWC7
YLR182W,SWI6
YLR251W,SYM1
YLR316C,TAD3
YLR173W,TAG1
YLR354C,TAL1
YLR154W-C,TAR1
YLR426W,TDA5
YLR010C,TEN1
YLR178C,TFS1
YLR237W,THI7
YLR004C,THI73
YLR136C,TIS11
YLR327C,TMA10
YLR262C-A,TMA7
YLR118C,TML25
YLR234W,TOP3
YLR183C,TOS4
YLL028W,TPO1
YLR043C,TRX1
YLR435W,TSR2
YLR212C,TUB4
YLR425W,TUS1
YLR306W,UBC12
YLL039C,UBI4
YLR024C,UBR2
YLR224W,UCC1
YLR193C,UPS1
YLR168C,UPS2
YLR420W,URA4
YLR132C,USB1
YLR222C,UTP13
YLR409C,UTP21
YLR386W,VAC14
YLR373C,VID22
YLR410W,VIP1
YLR447C,VMA6
YLL040C,VPS13
YLR396C,VPS33
YLR240W,VPS34
YLR417W,VPS36
YLR360W,VPS38
YLR261C,VPS63
YLR322W,VPS65
YLR337C,VRP1
YLR181C,VTA1
YLR090W,XDJ1
YLR070C,XYL2
YLL048C,YBT1
YLR272C,YCS4
YLL055W,YCT1
YLR249W,YEF3
YLL012W,YEH1
YLR020C,YEH2
YLR298C,YHC1
YLR200W,YKE2
YLR120C,YPS1
YLR121C,YPS3
YLR262C,YPT6
YLR466W,YRF1-4
YLR467W,YRF1-5
YLR277C,YSH1
YLR130C,ZRT2
YLL006W-A,YLL006W-A
YLL017W,YLL017W
YLL019W-A,YLL019W-A
YLL020C,YLL020C
YLL032C,YLL032C
YLL037W,YLL037W
YLL044W,YLL044W
YLL047W,YLL047W
YLL053C,YLL053C
YLL054C,YLL054C
YLL056C,YLL056C
YLL059C,YLL059C
YLL065W,YLL065W
YLL066C,YLL066C
YLL066W-A,YLL066W-A
YLL066W-B,YLL066W-B
YLL067C,YLL067C
YLL067W-A,YLL067W-A
YLR001C,YLR001C
YLR012C,YLR012C
YLR030W,YLR030W
YLR031W,YLR031W
YLR035C-A,YLR035C-A
YLR036C,YLR036C
YLR041W,YLR041W
YLR046C,YLR046C
YLR076C,YLR076C
YLR101C,YLR101C
YLR108C,YLR108C
YLR111W,YLR111W
YLR112W,YLR112W
YLR120W-A,YLR120W-A
YLR122C,YLR122C
YLR123C,YLR123C
YLR124W,YLR124W
YLR125W,YLR125W
YLR126C,YLR126C
YLR140W,YLR140W
YLR146W-A,YLR146W-A
YLR149C-A,YLR149C-A
YLR152C,YLR152C
YLR154C-G,YLR154C-G
YLR154C-H,YLR154C-H
YLR154W-A,YLR154W-A
YLR154W-B,YLR154W-B
YLR154W-E,YLR154W-E
YLR154W-F,YLR154W-F
YLR156C-A,YLR156C-A
YLR156W,YLR156W
YLR157C-A,YLR157C-A
YLR157C-B,YLR157C-B
YLR157C-C,YLR157C-C
YLR157W-D,YLR157W-D
YLR157W-E,YLR157W-E
YLR159C-A,YLR159C-A
YLR159W,YLR159W
YLR161W,YLR161W
YLR162W,YLR162W
YLR163W-A,YLR163W-A
YLR169W,YLR169W
YLR171W,YLR171W
YLR177W,YLR177W
YLR179C,YLR179C
YLR184W,YLR184W
YLR198C,YLR198C
YLR202C,YLR202C
YLR217W,YLR217W
YLR222C-A,YLR222C-A
YLR225C,YLR225C
YLR227W-A,YLR227W-A
YLR227W-B,YLR227W-B
YLR230W,YLR230W
YLR232W,YLR232W
YLR235C,YLR235C
YLR236C,YLR236C
YLR252W,YLR252W
YLR255C,YLR255C
YLR256W-A,YLR256W-A
YLR257W,YLR257W
YLR264C-A,YLR264C-A
YLR269C,YLR269C
YLR278C,YLR278C
YLR279W,YLR279W
YLR280C,YLR280C
YLR282C,YLR282C
YLR285C-A,YLR285C-A
YLR286W-A,YLR286W-A
YLR287C,YLR287C
YLR294C,YLR294C
YLR296W,YLR296W
YLR297W,YLR297W
YLR299C-A,YLR299C-A
YLR302C,YLR302C
YLR311C,YLR311C
YLR312C-B,YLR312C-B
YLR317W,YLR317W
YLR326W,YLR326W
YLR334C,YLR334C
YLR339C,YLR339C
YLR342W-A,YLR342W-A
YLR345W,YLR345W
YLR347W-A,YLR347W-A
YLR349W,YLR349W
YLR358C,YLR358C
YLR361C-A,YLR361C-A
YLR363W-A,YLR363W-A
YLR364C-A,YLR364C-A
YLR365W,YLR365W
YLR366W,YLR366W
YLR374C,YLR374C
YLR379W,YLR379W
YLR379W-A,YLR379W-A
YLR391W,YLR391W
YLR399W-A,YLR399W-A
YLR400W,YLR400W
YLR402W,YLR402W
YLR406C-A,YLR406C-A
YLR410W-A,YLR410W-A
YLR410W-B,YLR410W-B
YLR412C-A,YLR412C-A
YLR415C,YLR415C
YLR416C,YLR416C
YLR419W,YLR419W
YLR428C,YLR428C
YLR434C,YLR434C
YLR437C-A,YLR437C-A
YLR444C,YLR444C
YLR456W,YLR456W
YLR458W,YLR458W
YLR460C,YLR460C
YLR462W,YLR462W
YLR463C,YLR463C
YLR464W,YLR464W
YLR466C-A,YLR466C-A
YLR466C-B,YLR466C-B
YLR467C-A,YLR467C-A
YMR056C,AAC1
YMR072W,ABF2
YMR289W,ABZ2
YMR184W,ADD37
YMR120C,ADE17
YMR300C,ADE4
YMR303C,ADH2
YMR083W,ADH3
YMR318C,ADH6
YMR009W,ADI1
YMR064W,AEP1
YMR282C,AEP2
YML050W,AIM32
YML087C,AIM33
YMR003W,AIM34
YMR157C,AIM36
YMR092C,AIP1
YMR170C,ALD2
YMR169C,ALD3
YML086C,ALO1
YML035C,AMD1
YMR010W,ANY1
YML022W,APT1
YMR041C,ARA2
YMR062C,ARG7
YMR042W,ARG80
YML099C,ARG81
YMR033W,ARP9
YMR116C,ASC1
YMR119W,ASI1
YMR159C,ATG16
YMR301C,ATM1
YML081C-A,ATP18
YMR098C,ATP25
YML116W,ATR1
YMR279C,ATR2
YMR068W,AVO2
YMR237W,BCH1
YML077W,BET5
YMR055C,BUB2
YMR014W,BUD22
YMR275C,BUL1
YML111W,BUL2
YML102W,CAC2
YML042W,CAT2
YMR280C,CAT8
YMR038C,CCS1
YMR001C,CDC5
YMR213W,CEF1
YMR168C,CEP3
YML079W,CFF1
YML036W,CGI121
YMR198W,CIK1
YMR138W,CIN4
YMR199W,CLN1
YMR012W,CLU1
YMR194C-B,CMC4
YML057W,CMP2
YMR244C-A,COA6
YML071C,COG8
YML110C,COQ5
YML132W,COS3
YML129C,COX14
YMR256C,COX7
YML078W,CPR3
YMR025W,CSI1
YMR048W,CSM3
YMR094W,CTF13
YMR078C,CTF18
YML112W,CTK3
YMR180C,CTL1
YMR264W,CUE1
YML101C,CUE4
YMR240C,CUS1
YMR160W,CVM1
YML054C,CYB2
YML070W,DAK1
YML113W,DAT1
YMR173W,DDR48
YMR238W,DFG5
YMR316W,DIA1
YMR126C,DLT1
YMR211W,DML1
YMR162C,DNF3
YMR130W,DPI35
YMR276W,DSK2
YMR287C,DSS1
YML080W,DUS1
YMR299C,DYN3
YMR171C,EAR1
YMR128W,ECM16
YMR176W,ECM5
YMR212C,EFR3
YMR031C,EIS1
YMR312W,ELP6
YMR124W,EPO1
YMR049C,ERB1
YMR208W,ERG12
YML126C,ERG13
YMR202W,ERG2
YMR134W,ERG29
YMR015C,ERG5
YML008C,ERG6
YMR220W,ERG8
YML130C,ERO1
YMR323W,ERR3
YML012W,ERV25
YML067C,ERV41
YMR219W,ESC1
YMR111C,EUC1
YMR246W,FAA4
YMR052W,FAR3
YMR029C,FAR8
YMR277W,FCP1
YMR144W,FDO1
YMR058W,FET3
YMR319C,FET4
YMR306W,FKS3
YMR221C,FMP42
YMR020W,FMS1
YMR113W,FOL3
YML074C,FPR3
YMR178W,FPY1
YMR222C,FSH2
YMR232W,FUS2
YMR250W,GAD1
YML051W,GAL80
YMR307W,GAS1
YMR215W,GAS3
YMR136W,GAT2
YMR189W,GCV2
YMR255W,GFD1
YMR135C,GID8
YML094W,GIM5
YML006C,GIS4
YMR311C,GLC8
YML004C,GLO1
YMR292W,GOT1
YMR281W,GPI12
YML048W,GSF2
YMR251W,GTO3
YML121W,GTR1
YMR217W,GUA1
YMR192W,GYL1
YMR290C,HAS1
YMR293C,HER2
YMR207C,HFA1
YMR110C,HFD1
YMR161W,HLJ1
YML075C,HMG1
